instant,dteday,season,temp,hum,windspeed
13399,2012-07-17,3,0.86,0.47,0.0
13400,2012-07-17,3,0.9,0.35,0.0
13401,2012-07-17,3,0.92,0.31,0.194
13402,2012-07-17,3,0.94,0.29,0.2537
13403,2012-07-17,3,0.92,0.31,0.1642
13404,2012-07-17,3,0.92,0.29,0.1642
13405,2012-07-17,3,0.92,0.29,0.0
13406,2012-07-17,3,0.9,0.33,0.194
13407,2012-07-17,3,0.88,0.35,0.2537
13408,2012-07-17,3,0.86,0.34,0.1642
13409,2012-07-17,3,0.82,0.52,0.1343
13410,2012-07-17,3,0.8,0.55,0.2239
13411,2012-07-17,3,0.78,0.59,0.194
13412,2012-07-18,3,0.76,0.66,0.1642
13413,2012-07-18,3,0.76,0.66,0.1045
13414,2012-07-18,3,0.74,0.66,0.1343
13415,2012-07-18,3,0.74,0.66,0.1343
13416,2012-07-18,3,0.72,0.7,0.1343
13417,2012-07-18,3,0.72,0.7,0.1642
13418,2012-07-18,3,0.72,0.7,0.1642
13419,2012-07-18,3,0.74,0.66,0.1642
13420,2012-07-18,3,0.78,0.62,0.1045
13421,2012-07-18,3,0.82,0.56,0.0
13422,2012-07-18,3,0.9,0.42,0.194
13423,2012-07-18,3,0.9,0.42,0.0
13424,2012-07-18,3,0.92,0.37,0.1343
13425,2012-07-18,3,0.94,0.33,0.0
13426,2012-07-18,3,0.94,0.38,0.3284
13427,2012-07-18,3,0.92,0.35,0.3582
13428,2012-07-18,3,0.74,0.66,0.2537
13429,2012-07-18,3,0.74,0.7,0.2537
13430,2012-07-18,3,0.76,0.62,0.1343
13431,2012-07-18,3,0.76,0.62,0.1045
13432,2012-07-18,3,0.74,0.62,0.0896
13433,2012-07-18,3,0.76,0.62,0.0
13434,2012-07-18,3,0.76,0.58,0.0896
13435,2012-07-18,3,0.76,0.58,0.0896
13436,2012-07-19,3,0.74,0.66,0.0896
13437,2012-07-19,3,0.74,0.66,0.0896
13438,2012-07-19,3,0.72,0.7,0.194
13439,2012-07-19,3,0.72,0.7,0.1045
13440,2012-07-19,3,0.72,0.7,0.1045
13441,2012-07-19,3,0.72,0.7,0.1045
13442,2012-07-19,3,0.72,0.66,0.1343
13443,2012-07-19,3,0.74,0.58,0.2836
13444,2012-07-19,3,0.76,0.58,0.2537
13445,2012-07-19,3,0.76,0.58,0.2836
13446,2012-07-19,3,0.76,0.58,0.194
13447,2012-07-19,3,0.8,0.55,0.1045
13448,2012-07-19,3,0.84,0.49,0.2836
13449,2012-07-19,3,0.84,0.47,0.1343
13450,2012-07-19,3,0.86,0.44,0.0896
13451,2012-07-19,3,0.84,0.47,0.0896
13452,2012-07-19,3,0.84,0.47,0.0896
13453,2012-07-19,3,0.86,0.41,0.0
13454,2012-07-19,3,0.86,0.41,0.194
13455,2012-07-19,3,0.84,0.44,0.2537
13456,2012-07-19,3,0.82,0.49,0.1642
13457,2012-07-19,3,0.66,0.89,0.2537
13458,2012-07-19,3,0.66,0.89,0.2537
13459,2012-07-19,3,0.66,0.89,0.2239
13460,2012-07-20,3,0.66,0.89,0.0896
13461,2012-07-20,3,0.66,0.89,0.1343
13462,2012-07-20,3,0.66,0.89,0.0896
13463,2012-07-20,3,0.66,0.89,0.1045
13464,2012-07-20,3,0.66,0.89,0.1642
13465,2012-07-20,3,0.66,0.89,0.1343
13466,2012-07-20,3,0.66,0.89,0.1642
13467,2012-07-20,3,0.66,0.89,0.194
13468,2012-07-20,3,0.68,0.83,0.1642
13469,2012-07-20,3,0.7,0.79,0.1343
13470,2012-07-20,3,0.7,0.79,0.1642
13471,2012-07-20,3,0.72,0.74,0.194
13472,2012-07-20,3,0.68,0.83,0.1642
13473,2012-07-20,3,0.68,0.83,0.1045
13474,2012-07-20,3,0.7,0.84,0.1642
13475,2012-07-20,3,0.7,0.84,0.2985
13476,2012-07-20,3,0.68,0.83,0.3284
13477,2012-07-20,3,0.66,0.89,0.4179
13478,2012-07-20,3,0.66,0.78,0.3284
13479,2012-07-20,3,0.64,0.83,0.2836
13480,2012-07-20,3,0.64,0.83,0.3881
13481,2012-07-20,3,0.62,0.83,0.3284
13482,2012-07-20,3,0.62,0.83,0.194
13483,2012-07-20,3,0.62,0.83,0.2836
13484,2012-07-21,3,0.62,0.83,0.2836
13485,2012-07-21,3,0.62,0.83,0.2537
13486,2012-07-21,3,0.6,0.88,0.2836
13487,2012-07-21,3,0.6,0.88,0.2537
13488,2012-07-21,3,0.58,0.88,0.2836
13489,2012-07-21,3,0.58,0.88,0.2537
13490,2012-07-21,3,0.58,0.88,0.2537
13491,2012-07-21,3,0.58,0.88,0.2537
13492,2012-07-21,3,0.58,0.83,0.2537
13493,2012-07-21,3,0.58,0.83,0.194
13494,2012-07-21,3,0.58,0.88,0.2537
13495,2012-07-21,3,0.6,0.83,0.2537
13496,2012-07-21,3,0.6,0.83,0.2239
13497,2012-07-21,3,0.6,0.83,0.1642
13498,2012-07-21,3,0.6,0.88,0.2537
13499,2012-07-21,3,0.6,0.88,0.2537
13500,2012-07-21,3,0.6,0.88,0.194
13501,2012-07-21,3,0.6,0.88,0.1642
13502,2012-07-21,3,0.6,0.88,0.194
13503,2012-07-21,3,0.6,0.88,0.1642
13504,2012-07-21,3,0.6,0.88,0.1642
13505,2012-07-21,3,0.6,0.88,0.1642
13506,2012-07-21,3,0.6,0.88,0.1045
13507,2012-07-21,3,0.6,0.88,0.0
13508,2012-07-22,3,0.6,0.88,0.1045
13509,2012-07-22,3,0.6,0.88,0.1642
13510,2012-07-22,3,0.6,0.88,0.1045
13511,2012-07-22,3,0.6,0.88,0.1045
13512,2012-07-22,3,0.6,0.88,0.0
13513,2012-07-22,3,0.6,0.88,0.0
13514,2012-07-22,3,0.62,0.83,0.0896
13515,2012-07-22,3,0.62,0.83,0.0
13516,2012-07-22,3,0.64,0.78,0.0
13517,2012-07-22,3,0.66,0.69,0.0
13518,2012-07-22,3,0.66,0.74,0.0
13519,2012-07-22,3,0.66,0.74,0.0
13520,2012-07-22,3,0.7,0.7,0.1045
13521,2012-07-22,3,0.7,0.65,0.0896
13522,2012-07-22,3,0.72,0.66,0.1045
13523,2012-07-22,3,0.72,0.66,0.1045
13524,2012-07-22,3,0.74,0.66,0.1045
13525,2012-07-22,3,0.74,0.66,0.2239
13526,2012-07-22,3,0.74,0.66,0.1642
13527,2012-07-22,3,0.72,0.7,0.1642
13528,2012-07-22,3,0.7,0.74,0.1642
13529,2012-07-22,3,0.7,0.79,0.1045
13530,2012-07-22,3,0.7,0.74,0.194
13531,2012-07-22,3,0.68,0.79,0.1642
13532,2012-07-23,3,0.66,0.89,0.0896
13533,2012-07-23,3,0.66,0.89,0.194
13534,2012-07-23,3,0.66,0.94,0.0896
13535,2012-07-23,3,0.66,0.94,0.0896
13536,2012-07-23,3,0.66,0.94,0.1343
13537,2012-07-23,3,0.66,0.94,0.1343
13538,2012-07-23,3,0.68,0.89,0.0896
13539,2012-07-23,3,0.7,0.84,0.1343
13540,2012-07-23,3,0.72,0.79,0.1045
13541,2012-07-23,3,0.74,0.74,0.1343
13542,2012-07-23,3,0.78,0.62,0.0
13543,2012-07-23,3,0.8,0.52,0.1642
13544,2012-07-23,3,0.8,0.52,0.1642
13545,2012-07-23,3,0.8,0.52,0.1045
13546,2012-07-23,3,0.78,0.59,0.1642
13547,2012-07-23,3,0.8,0.55,0.194
13548,2012-07-23,3,0.82,0.52,0.1343
13549,2012-07-23,3,0.82,0.52,0.1343
13550,2012-07-23,3,0.82,0.46,0.1045
13551,2012-07-23,3,0.8,0.52,0.2537
13552,2012-07-23,3,0.76,0.62,0.1642
13553,2012-07-23,3,0.76,0.62,0.194
13554,2012-07-23,3,0.74,0.62,0.194
13555,2012-07-23,3,0.72,0.66,0.1642
13556,2012-07-24,3,0.7,0.74,0.1343
13557,2012-07-24,3,0.68,0.79,0.1642
13558,2012-07-24,3,0.66,0.83,0.1642
13559,2012-07-24,3,0.66,0.83,0.1642
13560,2012-07-24,3,0.66,0.83,0.0896
13561,2012-07-24,3,0.66,0.83,0.1045
13562,2012-07-24,3,0.66,0.83,0.1343
13563,2012-07-24,3,0.7,0.74,0.1642
13564,2012-07-24,3,0.74,0.7,0.194
13565,2012-07-24,3,0.84,0.53,0.0
13566,2012-07-24,3,0.82,0.56,0.2985
13567,2012-07-24,3,0.84,0.53,0.3284
13568,2012-07-24,3,0.82,0.56,0.2239
13569,2012-07-24,3,0.84,0.53,0.2985
13570,2012-07-24,3,0.84,0.53,0.2239
13571,2012-07-24,3,0.82,0.49,0.2985
13572,2012-07-24,3,0.8,0.55,0.2985
13573,2012-07-24,3,0.8,0.52,0.3284
13574,2012-07-24,3,0.76,0.62,0.3284
13575,2012-07-24,3,0.76,0.62,0.1642
13576,2012-07-24,3,0.74,0.66,0.1642
13577,2012-07-24,3,0.74,0.66,0.2239
13578,2012-07-24,3,0.74,0.66,0.2537
13579,2012-07-24,3,0.74,0.58,0.3284
13580,2012-07-25,3,0.72,0.58,0.2985
13581,2012-07-25,3,0.7,0.58,0.194
13582,2012-07-25,3,0.68,0.61,0.2239
13583,2012-07-25,3,0.66,0.65,0.2239
13584,2012-07-25,3,0.64,0.65,0.2239
13585,2012-07-25,3,0.64,0.65,0.1642
13586,2012-07-25,3,0.64,0.65,0.194
13587,2012-07-25,3,0.66,0.5,0.3284
13588,2012-07-25,3,0.7,0.42,0.2537
13589,2012-07-25,3,0.72,0.37,0.2985
13590,2012-07-25,3,0.74,0.37,0.0
13591,2012-07-25,3,0.76,0.33,0.0
13592,2012-07-25,3,0.76,0.33,0.0
13593,2012-07-25,3,0.78,0.31,0.1642
13594,2012-07-25,3,0.8,0.29,0.1343
13595,2012-07-25,3,0.78,0.31,0.0896
13596,2012-07-25,3,0.8,0.29,0.1642
13597,2012-07-25,3,0.8,0.31,0.0
13598,2012-07-25,3,0.8,0.27,0.1343
13599,2012-07-25,3,0.76,0.33,0.1343
13600,2012-07-25,3,0.74,0.4,0.1642
13601,2012-07-25,3,0.72,0.45,0.1343
13602,2012-07-25,3,0.7,0.58,0.1343
13603,2012-07-25,3,0.68,0.57,0.2985
13604,2012-07-26,3,0.66,0.65,0.194
13605,2012-07-26,3,0.66,0.65,0.2239
13606,2012-07-26,3,0.66,0.69,0.2537
13607,2012-07-26,3,0.66,0.69,0.2239
13608,2012-07-26,3,0.66,0.74,0.194
13609,2012-07-26,3,0.66,0.74,0.194
13610,2012-07-26,3,0.66,0.78,0.2537
13611,2012-07-26,3,0.7,0.74,0.2537
13612,2012-07-26,3,0.7,0.74,0.2537
13613,2012-07-26,3,0.72,0.7,0.1343
13614,2012-07-26,3,0.74,0.7,0.2239
13615,2012-07-26,3,0.8,0.66,0.2239
13616,2012-07-26,3,0.84,0.56,0.2537
13617,2012-07-26,3,0.86,0.53,0.2985
13618,2012-07-26,3,0.9,0.47,0.2537
13619,2012-07-26,3,0.92,0.42,0.2985
13620,2012-07-26,3,0.94,0.38,0.3881
13621,2012-07-26,3,0.9,0.45,0.4179
13622,2012-07-26,3,0.92,0.4,0.3582
13623,2012-07-26,3,0.9,0.45,0.3284
13624,2012-07-26,3,0.86,0.5,0.2537
13625,2012-07-26,3,0.8,0.49,0.6119
13626,2012-07-26,3,0.8,0.49,0.6119
13627,2012-07-26,3,0.72,0.7,0.1343
13628,2012-07-27,3,0.72,0.7,0.0
13629,2012-07-27,3,0.72,0.7,0.1045
13630,2012-07-27,3,0.7,0.79,0.1343
13631,2012-07-27,3,0.7,0.74,0.1642
13632,2012-07-27,3,0.7,0.79,0.0
13633,2012-07-27,3,0.7,0.84,0.0
13634,2012-07-27,3,0.7,0.79,0.0
13635,2012-07-27,3,0.72,0.7,0.194
13636,2012-07-27,3,0.76,0.66,0.0896
13637,2012-07-27,3,0.82,0.49,0.2836
13638,2012-07-27,3,0.84,0.47,0.0
13639,2012-07-27,3,0.84,0.47,0.3284
13640,2012-07-27,3,0.84,0.49,0.3582
13641,2012-07-27,3,0.84,0.47,0.2836
13642,2012-07-27,3,0.86,0.47,0.2985
13643,2012-07-27,3,0.86,0.41,0.2239
13644,2012-07-27,3,0.84,0.47,0.2239
13645,2012-07-27,3,0.86,0.41,0.2836
13646,2012-07-27,3,0.82,0.46,0.1642
13647,2012-07-27,3,0.82,0.52,0.194
13648,2012-07-27,3,0.78,0.59,0.1045
13649,2012-07-27,3,0.78,0.59,0.1045
13650,2012-07-27,3,0.78,0.59,0.1343
13651,2012-07-27,3,0.76,0.66,0.0
13652,2012-07-28,3,0.74,0.62,0.1343
13653,2012-07-28,3,0.72,0.7,0.0896
13654,2012-07-28,3,0.72,0.7,0.0
13655,2012-07-28,3,0.72,0.7,0.0
13656,2012-07-28,3,0.7,0.79,0.194
13657,2012-07-28,3,0.68,0.79,0.1642
13658,2012-07-28,3,0.7,0.7,0.1045
13659,2012-07-28,3,0.72,0.7,0.1343
13660,2012-07-28,3,0.74,0.66,0.1642
13661,2012-07-28,3,0.78,0.59,0.1045
13662,2012-07-28,3,0.82,0.52,0.2239
13663,2012-07-28,3,0.84,0.39,0.2239
13664,2012-07-28,3,0.84,0.41,0.2239
13665,2012-07-28,3,0.86,0.41,0.2836
13666,2012-07-28,3,0.86,0.39,0.2537
13667,2012-07-28,3,0.88,0.32,0.2836
13668,2012-07-28,3,0.86,0.39,0.2239
13669,2012-07-28,3,0.82,0.46,0.194
13670,2012-07-28,3,0.82,0.43,0.2836
13671,2012-07-28,3,0.68,0.83,0.0
13672,2012-07-28,3,0.66,0.83,0.2239
13673,2012-07-28,3,0.66,0.78,0.0896
13674,2012-07-28,3,0.66,0.78,0.0896
13675,2012-07-28,3,0.66,0.83,0.0896
13676,2012-07-29,3,0.66,0.89,0.1343
13677,2012-07-29,3,0.66,0.83,0.1045
13678,2012-07-29,3,0.66,0.74,0.1343
13679,2012-07-29,3,0.66,0.69,0.2239
13680,2012-07-29,3,0.64,0.69,0.194
13681,2012-07-29,3,0.62,0.78,0.194
13682,2012-07-29,3,0.64,0.73,0.1642
13683,2012-07-29,3,0.66,0.69,0.2537
13684,2012-07-29,3,0.7,0.65,0.2239
13685,2012-07-29,3,0.72,0.62,0.2537
13686,2012-07-29,3,0.74,0.62,0.0
13687,2012-07-29,3,0.76,0.55,0.2239
13688,2012-07-29,3,0.76,0.55,0.3284
13689,2012-07-29,3,0.8,0.49,0.2239
13690,2012-07-29,3,0.8,0.46,0.194
13691,2012-07-29,3,0.8,0.43,0.1343
13692,2012-07-29,3,0.8,0.43,0.1343
13693,2012-07-29,3,0.82,0.41,0.1642
13694,2012-07-29,3,0.8,0.41,0.2985
13695,2012-07-29,3,0.76,0.55,0.1642
13696,2012-07-29,3,0.74,0.66,0.1045
13697,2012-07-29,3,0.72,0.7,0.1343
13698,2012-07-29,3,0.7,0.7,0.1045
13699,2012-07-29,3,0.7,0.7,0.0
13700,2012-07-30,3,0.7,0.74,0.0896
13701,2012-07-30,3,0.7,0.74,0.0
13702,2012-07-30,3,0.68,0.74,0.0
13703,2012-07-30,3,0.66,0.83,0.0
13704,2012-07-30,3,0.66,0.83,0.0
13705,2012-07-30,3,0.66,0.83,0.1045
13706,2012-07-30,3,0.66,0.83,0.1642
13707,2012-07-30,3,0.7,0.79,0.0896
13708,2012-07-30,3,0.72,0.74,0.1045
13709,2012-07-30,3,0.74,0.7,0.0
13710,2012-07-30,3,0.74,0.66,0.2239
13711,2012-07-30,3,0.78,0.55,0.1343
13712,2012-07-30,3,0.76,0.58,0.1045
13713,2012-07-30,3,0.8,0.49,0.1642
13714,2012-07-30,3,0.8,0.49,0.2239
13715,2012-07-30,3,0.8,0.49,0.2537
13716,2012-07-30,3,0.8,0.49,0.2836
13717,2012-07-30,3,0.76,0.55,0.3284
13718,2012-07-30,3,0.76,0.58,0.4179
13719,2012-07-30,3,0.82,0.52,0.1642
13720,2012-07-30,3,0.72,0.7,0.2239
13721,2012-07-30,3,0.72,0.7,0.194
13722,2012-07-30,3,0.7,0.74,0.2239
13723,2012-07-30,3,0.7,0.74,0.194
13724,2012-07-31,3,0.68,0.79,0.1343
13725,2012-07-31,3,0.66,0.83,0.1343
13726,2012-07-31,3,0.66,0.83,0.1343
13727,2012-07-31,3,0.66,0.83,0.0896
13728,2012-07-31,3,0.66,0.83,0.0896
13729,2012-07-31,3,0.66,0.83,0.1642
13730,2012-07-31,3,0.64,0.89,0.1642
13731,2012-07-31,3,0.68,0.83,0.2239
13732,2012-07-31,3,0.7,0.79,0.1343
13733,2012-07-31,3,0.72,0.7,0.1045
13734,2012-07-31,3,0.72,0.66,0.0
13735,2012-07-31,3,0.76,0.58,0.0
13736,2012-07-31,3,0.8,0.46,0.0
13737,2012-07-31,3,0.8,0.55,0.2836
13738,2012-07-31,3,0.8,0.55,0.2836
13739,2012-07-31,3,0.76,0.62,0.1343
13740,2012-07-31,3,0.76,0.58,0.2239
13741,2012-07-31,3,0.78,0.52,0.2239
13742,2012-07-31,3,0.76,0.55,0.2836
13743,2012-07-31,3,0.74,0.62,0.3582
13744,2012-07-31,3,0.7,0.7,0.194
13745,2012-07-31,3,0.68,0.79,0.194
13746,2012-07-31,3,0.68,0.74,0.2537
13747,2012-07-31,3,0.66,0.83,0.1642
13748,2012-08-01,3,0.68,0.79,0.1642
13749,2012-08-01,3,0.66,0.83,0.0896
13750,2012-08-01,3,0.64,0.83,0.1045
13751,2012-08-01,3,0.64,0.83,0.1045
13752,2012-08-01,3,0.64,0.78,0.1343
13753,2012-08-01,3,0.64,0.78,0.1343
13754,2012-08-01,3,0.64,0.78,0.1343
13755,2012-08-01,3,0.64,0.83,0.1343
13756,2012-08-01,3,0.66,0.78,0.194
13757,2012-08-01,3,0.68,0.74,0.0896
13758,2012-08-01,3,0.72,0.66,0.0896
13759,2012-08-01,3,0.76,0.58,0.0896
13760,2012-08-01,3,0.8,0.49,0.1045
13761,2012-08-01,3,0.8,0.52,0.1642
13762,2012-08-01,3,0.82,0.46,0.1642
13763,2012-08-01,3,0.82,0.46,0.1642
13764,2012-08-01,3,0.8,0.55,0.2836
13765,2012-08-01,3,0.8,0.49,0.1642
13766,2012-08-01,3,0.76,0.62,0.2239
13767,2012-08-01,3,0.74,0.66,0.2537
13768,2012-08-01,3,0.74,0.66,0.1642
13769,2012-08-01,3,0.72,0.7,0.1343
13770,2012-08-01,3,0.72,0.7,0.1045
13771,2012-08-01,3,0.7,0.74,0.0
13772,2012-08-02,3,0.7,0.74,0.0
13773,2012-08-02,3,0.68,0.79,0.1045
13774,2012-08-02,3,0.66,0.83,0.0896
13775,2012-08-02,3,0.66,0.83,0.0
13776,2012-08-02,3,0.66,0.83,0.0
13777,2012-08-02,3,0.66,0.89,0.1343
13778,2012-08-02,3,0.66,0.83,0.0
13779,2012-08-02,3,0.7,0.79,0.0
13780,2012-08-02,3,0.72,0.74,0.1045
13781,2012-08-02,3,0.76,0.66,0.1045
13782,2012-08-02,3,0.8,0.55,0.0
13783,2012-08-02,3,0.82,0.52,0.1045
13784,2012-08-02,3,0.84,0.44,0.1343
13785,2012-08-02,3,0.86,0.44,0.2239
13786,2012-08-02,3,0.86,0.41,0.1343
13787,2012-08-02,3,0.78,0.62,0.4627
13788,2012-08-02,3,0.82,0.46,0.194
13789,2012-08-02,3,0.82,0.52,0.2537
13790,2012-08-02,3,0.8,0.59,0.2239
13791,2012-08-02,3,0.8,0.63,0.1642
13792,2012-08-02,3,0.78,0.66,0.0
13793,2012-08-02,3,0.76,0.66,0.2239
13794,2012-08-02,3,0.74,0.7,0.194
13795,2012-08-02,3,0.72,0.7,0.2537
13796,2012-08-03,3,0.72,0.7,0.194
13797,2012-08-03,3,0.7,0.74,0.194
13798,2012-08-03,3,0.68,0.79,0.2239
13799,2012-08-03,3,0.68,0.79,0.2239
13800,2012-08-03,3,0.66,0.83,0.2537
13801,2012-08-03,3,0.66,0.83,0.1642
13802,2012-08-03,3,0.66,0.83,0.2239
13803,2012-08-03,3,0.7,0.74,0.1045
13804,2012-08-03,3,0.72,0.7,0.1343
13805,2012-08-03,3,0.74,0.66,0.1045
13806,2012-08-03,3,0.8,0.52,0.194
13807,2012-08-03,3,0.84,0.49,0.2836
13808,2012-08-03,3,0.86,0.5,0.2985
13809,2012-08-03,3,0.86,0.47,0.2836
13810,2012-08-03,3,0.86,0.44,0.2537
13811,2012-08-03,3,0.88,0.42,0.2537
13812,2012-08-03,3,0.86,0.41,0.2239
13813,2012-08-03,3,0.84,0.53,0.2836
13814,2012-08-03,3,0.82,0.59,0.2537
13815,2012-08-03,3,0.8,0.63,0.2239
13816,2012-08-03,3,0.78,0.66,0.2239
13817,2012-08-03,3,0.76,0.66,0.194
13818,2012-08-03,3,0.76,0.7,0.2537
13819,2012-08-03,3,0.74,0.79,0.1343
13820,2012-08-04,3,0.74,0.79,0.1642
13821,2012-08-04,3,0.72,0.84,0.194
13822,2012-08-04,3,0.72,0.84,0.1343
13823,2012-08-04,3,0.72,0.84,0.1343
13824,2012-08-04,3,0.72,0.79,0.194
13825,2012-08-04,3,0.7,0.84,0.2239
13826,2012-08-04,3,0.7,0.84,0.2239
13827,2012-08-04,3,0.72,0.77,0.1642
13828,2012-08-04,3,0.74,0.72,0.194
13829,2012-08-04,3,0.78,0.65,0.2239
13830,2012-08-04,3,0.82,0.57,0.194
13831,2012-08-04,3,0.86,0.47,0.2537
13832,2012-08-04,3,0.86,0.4,0.3582
13833,2012-08-04,3,0.88,0.42,0.2985
13834,2012-08-04,3,0.88,0.4,0.3881
13835,2012-08-04,3,0.88,0.42,0.4179
13836,2012-08-04,3,0.9,0.39,0.2985
13837,2012-08-04,3,0.88,0.37,0.2985
13838,2012-08-04,3,0.86,0.41,0.3284
13839,2012-08-04,3,0.82,0.52,0.3582
13840,2012-08-04,3,0.82,0.52,0.2985
13841,2012-08-04,3,0.8,0.59,0.2537
13842,2012-08-04,3,0.76,0.66,0.2836
13843,2012-08-04,3,0.76,0.66,0.2985
13844,2012-08-05,3,0.74,0.7,0.2836
13845,2012-08-05,3,0.74,0.7,0.2537
13846,2012-08-05,3,0.74,0.7,0.2985
13847,2012-08-05,3,0.72,0.74,0.2537
13848,2012-08-05,3,0.72,0.74,0.2537
13849,2012-08-05,3,0.72,0.74,0.2537
13850,2012-08-05,3,0.72,0.79,0.2537
13851,2012-08-05,3,0.74,0.74,0.2985
13852,2012-08-05,3,0.76,0.66,0.3284
13853,2012-08-05,3,0.8,0.59,0.3582
13854,2012-08-05,3,0.8,0.59,0.4179
13855,2012-08-05,3,0.82,0.56,0.4179
13856,2012-08-05,3,0.86,0.47,0.5224
13857,2012-08-05,3,0.88,0.44,0.4627
13858,2012-08-05,3,0.9,0.42,0.4627
13859,2012-08-05,3,0.9,0.37,0.5224
13860,2012-08-05,3,0.82,0.46,0.2537
13861,2012-08-05,3,0.82,0.46,0.2537
13862,2012-08-05,3,0.7,0.74,0.1343
13863,2012-08-05,3,0.7,0.84,0.2239
13864,2012-08-05,3,0.7,0.84,0.1045
13865,2012-08-05,3,0.72,0.79,0.1045
13866,2012-08-05,3,0.72,0.79,0.0896
13867,2012-08-05,3,0.72,0.79,0.1642
13868,2012-08-06,3,0.72,0.79,0.0
13869,2012-08-06,3,0.72,0.79,0.0896
13870,2012-08-06,3,0.72,0.79,0.1343
13871,2012-08-06,3,0.72,0.79,0.0896
13872,2012-08-06,3,0.72,0.74,0.1343
13873,2012-08-06,3,0.7,0.79,0.194
13874,2012-08-06,3,0.7,0.79,0.2239
13875,2012-08-06,3,0.72,0.7,0.194
13876,2012-08-06,3,0.7,0.79,0.0
13877,2012-08-06,3,0.7,0.79,0.1642
13878,2012-08-06,3,0.74,0.7,0.2239
13879,2012-08-06,3,0.76,0.66,0.1343
13880,2012-08-06,3,0.78,0.55,0.0896
13881,2012-08-06,3,0.8,0.49,0.2239
13882,2012-08-06,3,0.82,0.46,0.0
13883,2012-08-06,3,0.82,0.46,0.1343
13884,2012-08-06,3,0.84,0.41,0.1045
13885,2012-08-06,3,0.82,0.41,0.0
13886,2012-08-06,3,0.82,0.41,0.1343
13887,2012-08-06,3,0.78,0.59,0.194
13888,2012-08-06,3,0.76,0.66,0.1642
13889,2012-08-06,3,0.74,0.7,0.194
13890,2012-08-06,3,0.74,0.7,0.0896
13891,2012-08-06,3,0.72,0.74,0.194
13892,2012-08-07,3,0.7,0.84,0.194
13893,2012-08-07,3,0.7,0.84,0.1343
13894,2012-08-07,3,0.7,0.84,0.1343
13895,2012-08-07,3,0.7,0.84,0.0
13896,2012-08-07,3,0.68,0.83,0.1343
13897,2012-08-07,3,0.7,0.79,0.1045
13898,2012-08-07,3,0.7,0.79,0.194
13899,2012-08-07,3,0.7,0.74,0.1343
13900,2012-08-07,3,0.7,0.7,0.1642
13901,2012-08-07,3,0.7,0.74,0.1343
13902,2012-08-07,3,0.74,0.7,0.1343
13903,2012-08-07,3,0.76,0.66,0.0896
13904,2012-08-07,3,0.8,0.55,0.1343
13905,2012-08-07,3,0.8,0.52,0.194
13906,2012-08-07,3,0.82,0.46,0.0
13907,2012-08-07,3,0.8,0.52,0.0
13908,2012-08-07,3,0.76,0.66,0.2836
13909,2012-08-07,3,0.78,0.62,0.1343
13910,2012-08-07,3,0.76,0.62,0.1642
13911,2012-08-07,3,0.76,0.66,0.1045
13912,2012-08-07,3,0.74,0.7,0.1343
13913,2012-08-07,3,0.72,0.74,0.0
13914,2012-08-07,3,0.72,0.74,0.1045
13915,2012-08-07,3,0.72,0.79,0.0
13916,2012-08-08,3,0.7,0.84,0.0
13917,2012-08-08,3,0.72,0.79,0.0
13918,2012-08-08,3,0.7,0.84,0.0
13919,2012-08-08,3,0.7,0.84,0.0
13920,2012-08-08,3,0.7,0.84,0.0
13921,2012-08-08,3,0.68,0.89,0.1642
13922,2012-08-08,3,0.7,0.84,0.1642
13923,2012-08-08,3,0.7,0.84,0.1642
13924,2012-08-08,3,0.74,0.72,0.0896
13925,2012-08-08,3,0.76,0.66,0.0
13926,2012-08-08,3,0.8,0.52,0.1343
13927,2012-08-08,3,0.8,0.52,0.0
13928,2012-08-08,3,0.8,0.52,0.0
13929,2012-08-08,3,0.8,0.52,0.0
13930,2012-08-08,3,0.8,0.52,0.2537
13931,2012-08-08,3,0.84,0.44,0.194
13932,2012-08-08,3,0.8,0.49,0.2836
13933,2012-08-08,3,0.8,0.55,0.2836
13934,2012-08-08,3,0.78,0.55,0.1642
13935,2012-08-08,3,0.76,0.66,0.2239
13936,2012-08-08,3,0.74,0.66,0.194
13937,2012-08-08,3,0.74,0.66,0.1045
13938,2012-08-08,3,0.72,0.74,0.1045
13939,2012-08-08,3,0.72,0.7,0.1343
13940,2012-08-09,3,0.72,0.74,0.194
13941,2012-08-09,3,0.7,0.79,0.1343
13942,2012-08-09,3,0.7,0.84,0.0896
13943,2012-08-09,3,0.68,0.83,0.0896
13944,2012-08-09,3,0.68,0.89,0.1343
13945,2012-08-09,3,0.66,0.94,0.0
13946,2012-08-09,3,0.66,0.83,0.1642
13947,2012-08-09,3,0.7,0.84,0.1642
13948,2012-08-09,3,0.72,0.74,0.1045
13949,2012-08-09,3,0.76,0.66,0.1642
13950,2012-08-09,3,0.8,0.55,0.2239
13951,2012-08-09,3,0.84,0.44,0.0
13952,2012-08-09,3,0.84,0.44,0.1045
13953,2012-08-09,3,0.86,0.41,0.1045
13954,2012-08-09,3,0.88,0.32,0.2239
13955,2012-08-09,3,0.88,0.32,0.2239
13956,2012-08-09,3,0.86,0.39,0.2537
13957,2012-08-09,3,0.86,0.36,0.2537
13958,2012-08-09,3,0.82,0.46,0.2537
13959,2012-08-09,3,0.8,0.55,0.194
13960,2012-08-09,3,0.7,0.54,0.2836
13961,2012-08-09,3,0.7,0.58,0.1642
13962,2012-08-09,3,0.66,0.69,0.2239
